2.070000000000000000e+02,-2.700000000000000000e+01,-2.018000000000000000e+03,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.523429870605468750e+00,-1.462488055229187012e+00,1.761634230613708496e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.100000000000000000e+02,-2.700000000000000000e+01,-2.000000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.527240395545959473e+00,-1.462566375732421875e+00,1.765514850616455078e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.080000000000000000e+02,-3.100000000000000000e+01,-2.008000000000000000e+03,-1.000000000000000000e+00,-1.000000000000000000e+00,-2.000000000000000000e+00,-1.530646920204162598e+00,-1.462697148323059082e+00,1.768952250480651855e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.030000000000000000e+02,-2.700000000000000000e+01,-2.015000000000000000e+03,-2.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.533616185188293457e+00,-1.462745785713195801e+00,1.771907091140747070e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.110000000000000000e+02,-2.900000000000000000e+01,-2.014000000000000000e+03,-3.000000000000000000e+00,-6.000000000000000000e+00,-1.000000000000000000e+00,-1.537923812866210938e+00,-1.462821602821350098e+00,1.776150345802307129e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.170000000000000000e+02,-2.100000000000000000e+01,-2.024000000000000000e+03,-1.000000000000000000e+00,-1.000000000000000000e+00,-2.000000000000000000e+00,-1.542499661445617676e+00,-1.462933301925659180e+00,1.780789017677307129e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.070000000000000000e+02,-2.600000000000000000e+01,-2.025000000000000000e+03,-2.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.545137643814086914e+00,-1.462975502014160156e+00,1.783445119857788086e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.070000000000000000e+02,-2.100000000000000000e+01,-2.013000000000000000e+03,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-1.548054814338684082e+00,-1.463109016418457031e+00,1.786286234855651855e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.100000000000000000e+02,-2.400000000000000000e+01,-2.027000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.550840020179748535e+00,-1.463220000267028809e+00,1.789044976234436035e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.100000000000000000e+02,-2.000000000000000000e+01,-2.016000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.552795529365539551e+00,-1.463301658630371094e+00,1.791043043136596680e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.060000000000000000e+02,-3.300000000000000000e+01,-2.014000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+00,-1.000000000000000000e+00,-1.555590629577636719e+00,-1.463388919830322266e+00,1.793893933296203613e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.070000000000000000e+02,-2.200000000000000000e+01,-2.021000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.558499693870544434e+00,-1.463443994522094727e+00,1.796791672706604004e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.040000000000000000e+02,-1.400000000000000000e+01,-2.010000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.560268998146057129e+00,-1.463420629501342773e+00,1.798589706420898438e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.090000000000000000e+02,-2.600000000000000000e+01,-2.013000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.563150048255920410e+00,-1.463427305221557617e+00,1.801458716392517090e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.050000000000000000e+02,-2.700000000000000000e+01,-2.019000000000000000e+03,2.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.566337823867797852e+00,-1.463521242141723633e+00,1.804677605628967285e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.090000000000000000e+02,-2.600000000000000000e+01,-2.014000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.569178462028503418e+00,-1.463564157485961914e+00,1.807460069656372070e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.090000000000000000e+02,-2.400000000000000000e+01,-2.010000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.572674512863159180e+00,-1.463580846786499023e+00,1.810975432395935059e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.120000000000000000e+02,-3.100000000000000000e+01,-2.015000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,-1.575739264488220215e+00,-1.463633775711059570e+00,1.813994050025939941e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.030000000000000000e+02,-2.400000000000000000e+01,-2.020000000000000000e+03,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-1.577381014823913574e+00,-1.463707447052001953e+00,1.815597414970397949e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.110000000000000000e+02,-2.300000000000000000e+01,-2.015000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.579634070396423340e+00,-1.463706851005554199e+00,1.817772746086120605e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.130000000000000000e+02,-2.300000000000000000e+01,-2.007000000000000000e+03,-1.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,-1.582527637481689453e+00,-1.463719606399536133e+00,1.820659756660461426e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.010000000000000000e+02,-1.400000000000000000e+01,-2.006000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,-2.000000000000000000e+00,-1.584137320518493652e+00,-1.463755369186401367e+00,1.822249293327331543e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.020000000000000000e+02,-2.600000000000000000e+01,-2.008000000000000000e+03,-2.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,-1.586695551872253418e+00,-1.463706851005554199e+00,1.824799895286560059e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.050000000000000000e+02,-3.000000000000000000e+01,-2.023000000000000000e+03,-1.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-1.588646769523620605e+00,-1.463715195655822754e+00,1.826691985130310059e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.080000000000000000e+02,-2.900000000000000000e+01,-1.995000000000000000e+03,-1.000000000000000000e+00,-6.000000000000000000e+00,0.000000000000000000e+00,-1.591608643531799316e+00,-1.463731408119201660e+00,1.829622387886047363e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.110000000000000000e+02,-2.200000000000000000e+01,-2.026000000000000000e+03,-1.000000000000000000e+00,-3.000000000000000000e+00,-1.000000000000000000e+00,-1.594303488731384277e+00,-1.463721871376037598e+00,1.832097053527832031e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.100000000000000000e+02,-2.300000000000000000e+01,-2.019000000000000000e+03,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.599757075309753418e+00,-1.463723540306091309e+00,1.837625980377197266e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.080000000000000000e+02,-2.500000000000000000e+01,-2.025000000000000000e+03,-1.000000000000000000e+00,-2.000000000000000000e+00,-1.000000000000000000e+00,-1.601676225662231445e+00,-1.463715195655822754e+00,1.839604258537292480e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.100000000000000000e+02,-1.800000000000000000e+01,-2.012000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+00,-1.000000000000000000e+00,-1.603548884391784668e+00,-1.463731408119201660e+00,1.841534852981567383e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.100000000000000000e+02,-2.200000000000000000e+01,-2.024000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.604861855506896973e+00,-1.463712930679321289e+00,1.842790484428405762e+00,1.450000047683715820e+00,1.450000047683715820e+00
2.070000000000000000e+02,-2.400000000000000000e+01,-2.021000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-1.606762409210205078e+00,-1.463686227798461914e+00,1.844655275344848633e+00,1.450000047683715820e+00,1.450000047683715820e+00
